Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sun Jan 26 2014,6:30p,Brooklyn Nets,85,Boston Celtics,79,Box Score,,18624,2:25,TD Garden,
Sun Jan 26 2014,7:30p,Detroit Pistons,106,Dallas Mavericks,116,Box Score,,19662,2:17,American Airlines Center,
Sun Jan 26 2014,9:00p,Portland Trail Blazers,88,Golden State Warriors,103,Box Score,,19596,2:15,Oracle Arena,
Sun Jan 26 2014,9:00p,Denver Nuggets,125,Sacramento Kings,117,Box Score,,15939,2:25,Sleep Train Arena,
Mon Jan 27 2014,7:00p,Phoenix Suns,124,Philadelphia 76ers,113,Box Score,,10793,2:18,Wells Fargo Center,
Mon Jan 27 2014,7:30p,Toronto Raptors,104,Brooklyn Nets,103,Box Score,,15790,2:17,Barclays Center,
Mon Jan 27 2014,8:00p,Minnesota Timberwolves,95,Chicago Bulls,86,Box Score,,21637,2:12,United Center,
Mon Jan 27 2014,8:00p,Los Angeles Clippers,114,Milwaukee Bucks,86,Box Score,,11126,2:04,BMO Harris Bradley Center,
Mon Jan 27 2014,8:00p,Atlanta Hawks,109,Oklahoma City Thunder,111,Box Score,,18203,2:12,Chesapeake Energy Arena,
Mon Jan 27 2014,9:00p,Sacramento Kings,99,Utah Jazz,106,Box Score,,16663,2:24,EnergySolutions Arena,
Tue Jan 28 2014,7:00p,New Orleans Pelicans,100,Cleveland Cavaliers,89,Box Score,,13985,2:11,Quicken Loans Arena,
Tue Jan 28 2014,7:30p,Orlando Magic,87,Detroit Pistons,103,Box Score,,11534,2:06,The Palace of Auburn Hills,
Tue Jan 28 2014,7:30p,Boston Celtics,88,New York Knicks,114,Box Score,,19812,2:13,Madison Square Garden (IV),
Tue Jan 28 2014,8:00p,San Antonio Spurs,90,Houston Rockets,97,Box Score,,18314,2:23,Toyota Center,
Tue Jan 28 2014,10:00p,Memphis Grizzlies,98,Portland Trail Blazers,81,Box Score,,19385,2:06,Moda Center,
Tue Jan 28 2014,10:30p,Washington Wizards,88,Golden State Warriors,85,Box Score,,19596,2:07,Oracle Arena,
Tue Jan 28 2014,10:30p,Indiana Pacers,104,Los Angeles Lakers,92,Box Score,,18997,1:59,STAPLES Center,
Wed Jan 29 2014,7:00p,Oklahoma City Thunder,112,Miami Heat,95,Box Score,,19673,2:26,AmericanAirlines Arena,
Wed Jan 29 2014,7:00p,Orlando Magic,83,Toronto Raptors,98,Box Score,,17694,2:03,Air Canada Centre,
Wed Jan 29 2014,7:30p,Philadelphia 76ers,95,Boston Celtics,94,Box Score,,18624,2:12,TD Garden,
Wed Jan 29 2014,8:00p,Phoenix Suns,126,Milwaukee Bucks,117,Box Score,,11175,2:23,BMO Harris Bradley Center,
Wed Jan 29 2014,8:00p,New Orleans Pelicans,77,Minnesota Timberwolves,88,Box Score,,11702,2:12,Target Center,
Wed Jan 29 2014,8:30p,Houston Rockets,117,Dallas Mavericks,115,Box Score,,19359,2:35,American Airlines Center,
Wed Jan 29 2014,9:00p,Charlotte Bobcats,101,Denver Nuggets,98,Box Score,,16151,2:18,Pepsi Center,
Wed Jan 29 2014,9:30p,Chicago Bulls,96,San Antonio Spurs,86,Box Score,,18581,2:16,AT&T Center,
Wed Jan 29 2014,10:00p,Memphis Grizzlies,99,Sacramento Kings,89,Box Score,,15195,2:02,Sleep Train Arena,
Wed Jan 29 2014,10:30p,Washington Wizards,103,Los Angeles Clippers,110,Box Score,,19060,2:19,STAPLES Center,
Thu Jan 30 2014,7:00p,Phoenix Suns,102,Indiana Pacers,94,Box Score,,16541,2:16,Bankers Life Fieldhouse,
Thu Jan 30 2014,8:00p,Cleveland Cavaliers,86,New York Knicks,117,Box Score,,19812,2:29,Madison Square Garden (IV),
Thu Jan 30 2014,10:30p,Los Angeles Clippers,92,Golden State Warriors,111,Box Score,,19596,2:25,Oracle Arena,
Fri Jan 31 2014,7:00p,Milwaukee Bucks,102,Orlando Magic,113,Box Score,,17292,2:09,Amway Center,
Fri Jan 31 2014,7:30p,Atlanta Hawks,125,Philadelphia 76ers,99,Box Score,,14702,2:22,Wells Fargo Center,
Fri Jan 31 2014,8:00p,Oklahoma City Thunder,120,Brooklyn Nets,95,Box Score,,17732,2:15,Barclays Center,
Fri Jan 31 2014,8:00p,Memphis Grizzlies,94,Minnesota Timberwolves,90,Box Score,,17429,2:04,Target Center,
Fri Jan 31 2014,8:30p,Sacramento Kings,103,Dallas Mavericks,107,Box Score,,19614,2:26,American Airlines Center,
Fri Jan 31 2014,9:00p,Toronto Raptors,100,Denver Nuggets,90,Box Score,,17131,2:01,Pepsi Center,
Fri Jan 31 2014,10:30p,Charlotte Bobcats,110,Los Angeles Lakers,100,Box Score,,18997,2:03,STAPLES Center,
Fri Jan 31 2014,10:30p,Golden State Warriors,95,Utah Jazz,90,Box Score,,19911,2:26,EnergySolutions Arena,
Sat Feb 1 2014,7:00p,Brooklyn Nets,96,Indiana Pacers,97,Box Score,,18165,2:24,Bankers Life Fieldhouse,
Sat Feb 1 2014,7:00p,Oklahoma City Thunder,81,Washington Wizards,96,Box Score,,20356,2:05,Verizon Center,
Sat Feb 1 2014,7:30p,Minnesota Timberwolves,113,Atlanta Hawks,120,Box Score,,13018,2:20,Philips Arena,
Sat Feb 1 2014,7:30p,Philadelphia 76ers,96,Detroit Pistons,113,Box Score,,16649,2:15,The Palace of Auburn Hills,
Sat Feb 1 2014,8:00p,Cleveland Cavaliers,92,Houston Rockets,106,Box Score,,18309,2:12,Toyota Center,
Sat Feb 1 2014,8:00p,Milwaukee Bucks,90,Memphis Grizzlies,99,Box Score,,17017,2:14,FedEx Forum,
Sat Feb 1 2014,8:00p,Chicago Bulls,79,New Orleans Pelicans,88,Box Score,,17799,2:07,Smoothie King Center,
Sat Feb 1 2014,8:30p,Miami Heat,106,New York Knicks,91,Box Score,,19812,2:25,Madison Square Garden (IV),
Sat Feb 1 2014,8:30p,Sacramento Kings,93,San Antonio Spurs,95,Box Score,,18581,2:20,AT&T Center,
Sat Feb 1 2014,9:00p,Charlotte Bobcats,95,Phoenix Suns,105,Box Score,,16248,2:06,US Airways Center,
Sat Feb 1 2014,10:00p,Toronto Raptors,103,Portland Trail Blazers,106,Box Score,,19996,2:26,Moda Center,
Sat Feb 1 2014,10:30p,Utah Jazz,87,Los Angeles Clippers,102,Box Score,,19060,2:16,STAPLES Center,
Sun Feb 2 2014,1:00p,Orlando Magic,89,Boston Celtics,96,Box Score,,18624,2:08,TD Garden,
Mon Feb 3 2014,7:00p,Orlando Magic,79,Indiana Pacers,98,Box Score,,16266,2:00,Bankers Life Fieldhouse,
Mon Feb 3 2014,7:00p,Portland Trail Blazers,90,Washington Wizards,100,Box Score,,13259,2:03,Verizon Center,
Mon Feb 3 2014,7:30p,Philadelphia 76ers,102,Brooklyn Nets,108,Box Score,,16727,2:28,Barclays Center,
Mon Feb 3 2014,7:30p,Detroit Pistons,96,Miami Heat,102,Box Score,,19802,2:21,AmericanAirlines Arena,
Mon Feb 3 2014,8:00p,New York Knicks,98,Milwaukee Bucks,101,Box Score,,11147,2:17,BMO Harris Bradley Center,
Mon Feb 3 2014,8:00p,San Antonio Spurs,102,New Orleans Pelicans,95,Box Score,,17086,2:12,Smoothie King Center,
Mon Feb 3 2014,8:00p,Memphis Grizzlies,77,Oklahoma City Thunder,86,Box Score,,18203,2:12,Chesapeake Energy Arena,
Mon Feb 3 2014,8:30p,Cleveland Cavaliers,107,Dallas Mavericks,124,Box Score,,19595,2:21,American Airlines Center,
Mon Feb 3 2014,9:00p,Los Angeles Clippers,115,Denver Nuggets,116,Box Score,,16567,2:27,Pepsi Center,
Mon Feb 3 2014,9:00p,Toronto Raptors,94,Utah Jazz,79,Box Score,,17139,1:56,EnergySolutions Arena,
Mon Feb 3 2014,10:00p,Chicago Bulls,70,Sacramento Kings,99,Box Score,,15178,2:26,Sleep Train Arena,
Tue Feb 4 2014,7:30p,Indiana Pacers,89,Atlanta Hawks,85,Box Score,,15374,2:12,Philips Arena,
Tue Feb 4 2014,8:00p,Los Angeles Lakers,99,Minnesota Timberwolves,109,Box Score,,12559,2:19,Target Center,
Tue Feb 4 2014,9:00p,Chicago Bulls,101,Phoenix Suns,92,Box Score,,16636,2:25,US Airways Center,
Tue Feb 4 2014,10:30p,Charlotte Bobcats,91,Golden State Warriors,75,Box Score,,19596,2:07,Oracle Arena,
Wed Feb 5 2014,7:00p,Los Angeles Lakers,119,Cleveland Cavaliers,108,Box Score,,15205,2:15,Quicken Loans Arena,
Wed Feb 5 2014,7:00p,Detroit Pistons,98,Orlando Magic,112,Box Score,,15166,2:10,Amway Center,
Wed Feb 5 2014,7:00p,Boston Celtics,114,Philadelphia 76ers,108,Box Score,,10267,2:17,Wells Fargo Center,
Wed Feb 5 2014,7:00p,San Antonio Spurs,125,Washington Wizards,118,Box Score,2OT,15791,2:57,Verizon Center,
Wed Feb 5 2014,8:00p,Phoenix Suns,108,Houston Rockets,122,Box Score,,18217,2:14,Toyota Center,
Wed Feb 5 2014,8:00p,Dallas Mavericks,110,Memphis Grizzlies,96,Box Score,,16188,2:18,FedEx Forum,
Wed Feb 5 2014,8:00p,Atlanta Hawks,100,New Orleans Pelicans,105,Box Score,,16232,2:04,Smoothie King Center,
Wed Feb 5 2014,8:00p,Portland Trail Blazers,94,New York Knicks,90,Box Score,,19812,2:24,Madison Square Garden (IV),
Wed Feb 5 2014,8:00p,Minnesota Timberwolves,97,Oklahoma City Thunder,106,Box Score,,18203,2:03,Chesapeake Energy Arena,
Wed Feb 5 2014,9:00p,Milwaukee Bucks,100,Denver Nuggets,110,Box Score,,15122,2:20,Pepsi Center,
Wed Feb 5 2014,10:00p,Toronto Raptors,101,Sacramento Kings,109,Box Score,,17317,2:37,Sleep Train Arena,
Wed Feb 5 2014,10:30p,Miami Heat,116,Los Angeles Clippers,112,Box Score,,19672,2:49,STAPLES Center,
Thu Feb 6 2014,8:00p,San Antonio Spurs,89,Brooklyn Nets,103,Box Score,,17732,2:25,Barclays Center,
Thu Feb 6 2014,10:30p,Chicago Bulls,87,Golden State Warriors,102,Box Score,,19596,2:31,Oracle Arena,
Fri Feb 7 2014,7:00p,Portland Trail Blazers,113,Indiana Pacers,118,Box Score,OT,18165,2:53,Bankers Life Fieldhouse,
Fri Feb 7 2014,7:00p,Oklahoma City Thunder,102,Orlando Magic,103,Box Score,,15595,2:19,Amway Center,
Fri Feb 7 2014,7:00p,Los Angeles Lakers,112,Philadelphia 76ers,98,Box Score,,15211,2:03,Wells Fargo Center,
Fri Feb 7 2014,7:00p,Cleveland Cavaliers,115,Washington Wizards,113,Box Score,,16294,2:21,Verizon Center,
Fri Feb 7 2014,7:30p,Sacramento Kings,89,Boston Celtics,99,Box Score,,18624,2:08,TD Garden,
Fri Feb 7 2014,7:30p,Brooklyn Nets,95,Detroit Pistons,111,Box Score,,13727,2:12,The Palace of Auburn Hills,
Fri Feb 7 2014,7:30p,Denver Nuggets,90,New York Knicks,117,Box Score,,19812,2:18,Madison Square Garden (IV),
Fri Feb 7 2014,8:30p,Utah Jazz,81,Dallas Mavericks,103,Box Score,,19928,2:04,American Airlines Center,
Fri Feb 7 2014,9:30p,Minnesota Timberwolves,91,New Orleans Pelicans,98,Box Score,,16541,2:30,Smoothie King Center,
Fri Feb 7 2014,10:30p,Toronto Raptors,105,Los Angeles Clippers,118,Box Score,,19060,2:27,STAPLES Center,
Sat Feb 8 2014,7:00p,San Antonio Spurs,104,Charlotte Bobcats,100,Box Score,,19084,2:12,Time Warner Cable Arena,
Sat Feb 8 2014,7:30p,Memphis Grizzlies,79,Atlanta Hawks,76,Box Score,,15190,1:58,Philips Arena,
Sat Feb 8 2014,7:30p,Denver Nuggets,109,Detroit Pistons,126,Box Score,,15870,2:12,The Palace of Auburn Hills,
Sat Feb 8 2014,8:00p,Portland Trail Blazers,117,Minnesota Timberwolves,110,Box Score,,17506,2:24,Target Center,
Sat Feb 8 2014,8:30p,Houston Rockets,101,Milwaukee Bucks,95,Box Score,,15923,2:09,BMO Harris Bradley Center,
Sat Feb 8 2014,9:00p,Golden State Warriors,109,Phoenix Suns,122,Box Score,,17846,2:13,US Airways Center,
Sat Feb 8 2014,9:00p,Miami Heat,89,Utah Jazz,94,Box Score,,19911,2:05,EnergySolutions Arena,
Sun Feb 9 2014,1:00p,New York Knicks,100,Oklahoma City Thunder,112,Box Score,,18203,2:26,Chesapeake Energy Arena,
Sun Feb 9 2014,3:30p,Chicago Bulls,92,Los Angeles Lakers,86,Box Score,,18997,2:18,STAPLES Center,
Sun Feb 9 2014,6:00p,Dallas Mavericks,102,Boston Celtics,91,Box Score,,17650,2:04,TD Garden,
Sun Feb 9 2014,6:00p,New Orleans Pelicans,81,Brooklyn Nets,93,Box Score,,17732,2:11,Barclays Center,
Sun Feb 9 2014,6:00p,Memphis Grizzlies,83,Cleveland Cavaliers,91,Box Score,OT,16484,2:27,Quicken Loans Arena,
Sun Feb 9 2014,6:00p,Indiana Pacers,92,Orlando Magic,93,Box Score,,16366,2:16,Amway Center,
Sun Feb 9 2014,6:00p,Sacramento Kings,84,Washington Wizards,93,Box Score,,18173,2:18,Verizon Center,
Sun Feb 9 2014,9:30p,Philadelphia 76ers,78,Los Angeles Clippers,123,Box Score,,19157,2:07,STAPLES Center,
Mon Feb 10 2014,7:00p,Denver Nuggets,80,Indiana Pacers,119,Box Score,,16124,2:07,Bankers Life Fieldhouse,
Mon Feb 10 2014,7:00p,New Orleans Pelicans,101,Toronto Raptors,108,Box Score,,17596,2:19,Air Canada Centre,
Mon Feb 10 2014,7:30p,San Antonio Spurs,100,Detroit Pistons,109,Box Score,,13628,2:05,The Palace of Auburn Hills,
Mon Feb 10 2014,8:00p,Boston Celtics,102,Milwaukee Bucks,86,Box Score,,11016,2:07,BMO Harris Bradley Center,
Mon Feb 10 2014,8:00p,Houston Rockets,107,Minnesota Timberwolves,89,Box Score,,12002,2:08,Target Center,
Mon Feb 10 2014,10:30p,Philadelphia 76ers,80,Golden State Warriors,123,Box Score,,19596,2:09,Oracle Arena,
Tue Feb 11 2014,7:00p,Dallas Mavericks,89,Charlotte Bobcats,114,Box Score,,11467,2:03,Time Warner Cable Arena,
Tue Feb 11 2014,7:00p,Sacramento Kings,99,Cleveland Cavaliers,109,Box Score,,14245,2:16,Quicken Loans Arena,
Tue Feb 11 2014,8:00p,Atlanta Hawks,85,Chicago Bulls,100,Box Score,,21325,1:56,United Center,
Tue Feb 11 2014,8:00p,Washington Wizards,89,Memphis Grizzlies,92,Box Score,,15613,2:20,FedEx Forum,
Tue Feb 11 2014,9:00p,Miami Heat,103,Phoenix Suns,97,Box Score,,17927,2:16,US Airways Center,
Tue Feb 11 2014,10:00p,Oklahoma City Thunder,98,Portland Trail Blazers,95,Box Score,,20018,2:22,Moda Center,
Tue Feb 11 2014,10:30p,Utah Jazz,96,Los Angeles Lakers,79,Box Score,,18209,1:59,STAPLES Center,
Wed Feb 12 2014,7:00p,Dallas Mavericks,81,Indiana Pacers,73,Box Score,,17663,2:14,Bankers Life Fieldhouse,
Wed Feb 12 2014,7:00p,Memphis Grizzlies,86,Orlando Magic,81,Box Score,,15310,2:11,Amway Center,
Wed Feb 12 2014,7:00p,Atlanta Hawks,83,Toronto Raptors,104,Box Score,,17121,2:06,Air Canada Centre,
Wed Feb 12 2014,7:30p,San Antonio Spurs,104,Boston Celtics,92,Box Score,,17922,2:03,TD Garden,
Wed Feb 12 2014,7:30p,Charlotte Bobcats,89,Brooklyn Nets,105,Box Score,,16862,1:58,Barclays Center,
Wed Feb 12 2014,7:30p,Cleveland Cavaliers,93,Detroit Pistons,89,Box Score,,13184,2:18,The Palace of Auburn Hills,
Wed Feb 12 2014,7:30p,Sacramento Kings,106,New York Knicks,101,Box Score,OT,19812,2:35,Madison Square Garden (IV),
Wed Feb 12 2014,8:00p,Washington Wizards,112,Houston Rockets,113,Box Score,,18314,2:28,Toyota Center,
Wed Feb 12 2014,8:00p,New Orleans Pelicans,102,Milwaukee Bucks,98,Box Score,,11012,2:07,BMO Harris Bradley Center,
Wed Feb 12 2014,8:00p,Denver Nuggets,90,Minnesota Timberwolves,117,Box Score,,12139,2:11,Target Center,
Wed Feb 12 2014,9:00p,Philadelphia 76ers,100,Utah Jazz,105,Box Score,,19368,2:16,EnergySolutions Arena,
Wed Feb 12 2014,10:30p,Miami Heat,111,Golden State Warriors,110,Box Score,,19596,2:17,Oracle Arena,
Wed Feb 12 2014,10:30p,Portland Trail Blazers,117,Los Angeles Clippers,122,Box Score,,19175,2:23,STAPLES Center,
Thu Feb 13 2014,8:00p,Brooklyn Nets,76,Chicago Bulls,92,Box Score,,21500,2:24,United Center,
Thu Feb 13 2014,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,103,Box Score,,18997,2:36,STAPLES Center,
Tue Feb 18 2014,7:00p,Atlanta Hawks,98,Indiana Pacers,108,Box Score,,18165,2:07,Bankers Life Fieldhouse,
Tue Feb 18 2014,7:00p,Cleveland Cavaliers,114,Philadelphia 76ers,85,Box Score,,12904,2:16,Wells Fargo Center,
Tue Feb 18 2014,7:00p,Toronto Raptors,103,Washington Wizards,93,Box Score,,15624,2:11,Verizon Center,
Tue Feb 18 2014,7:30p,Charlotte Bobcats,108,Detroit Pistons,96,Box Score,,11285,2:08,The Palace of Auburn Hills,
Tue Feb 18 2014,8:00p,New York Knicks,93,Memphis Grizzlies,98,Box Score,,17317,2:17,FedEx Forum,
Tue Feb 18 2014,8:00p,Orlando Magic,100,Milwaukee Bucks,104,Box Score,,11106,2:13,BMO Harris Bradley Center,
Tue Feb 18 2014,8:30p,Miami Heat,117,Dallas Mavericks,106,Box Score,,20461,2:18,American Airlines Center,
Tue Feb 18 2014,9:00p,Phoenix Suns,112,Denver Nuggets,107,Box Score,OT,16461,2:43,Pepsi Center,
Tue Feb 18 2014,10:30p,San Antonio Spurs,113,Los Angeles Clippers,103,Box Score,,19257,2:21,STAPLES Center,
Wed Feb 19 2014,7:00p,Detroit Pistons,98,Charlotte Bobcats,116,Box Score,,14400,2:09,Time Warner Cable Arena,
Wed Feb 19 2014,7:00p,Orlando Magic,93,Cleveland Cavaliers,101,Box Score,,16539,2:20,Quicken Loans Arena,
Wed Feb 19 2014,7:00p,Chicago Bulls,94,Toronto Raptors,92,Box Score,,17704,2:25,Air Canada Centre,
Wed Feb 19 2014,7:30p,Washington Wizards,114,Atlanta Hawks,97,Box Score,,13529,2:03,Philips Arena,
Wed Feb 19 2014,8:00p,Indiana Pacers,91,Minnesota Timberwolves,104,Box Score,,15109,2:22,Target Center,
Wed Feb 19 2014,8:00p,New York Knicks,98,New Orleans Pelicans,91,Box Score,,16495,2:15,Smoothie King Center,
Wed Feb 19 2014,9:00p,Boston Celtics,94,Phoenix Suns,100,Box Score,,16135,2:22,US Airways Center,
Wed Feb 19 2014,9:00p,Brooklyn Nets,105,Utah Jazz,99,Box Score,,17386,2:12,EnergySolutions Arena,
Wed Feb 19 2014,10:00p,San Antonio Spurs,111,Portland Trail Blazers,109,Box Score,,20057,2:25,Moda Center,
Wed Feb 19 2014,10:00p,Golden State Warriors,101,Sacramento Kings,92,Box Score,,17317,2:19,Sleep Train Arena,
Wed Feb 19 2014,10:30p,Houston Rockets,134,Los Angeles Lakers,108,Box Score,,18997,2:14,STAPLES Center,
Thu Feb 20 2014,8:00p,Denver Nuggets,101,Milwaukee Bucks,90,Box Score,,11186,2:12,BMO Harris Bradley Center,
Thu Feb 20 2014,8:00p,Miami Heat,103,Oklahoma City Thunder,81,Box Score,,18203,2:32,Chesapeake Energy Arena,
Thu Feb 20 2014,10:30p,Houston Rockets,99,Golden State Warriors,102,Box Score,OT,19596,2:53,Oracle Arena,
Fri Feb 21 2014,7:00p,New Orleans Pelicans,87,Charlotte Bobcats,90,Box Score,,15867,2:19,Time Warner Cable Arena,
Fri Feb 21 2014,7:00p,New York Knicks,121,Orlando Magic,129,Box Score,2OT,16498,2:45,Amway Center,
Fri Feb 21 2014,7:00p,Dallas Mavericks,124,Philadelphia 76ers,112,Box Score,,14928,2:20,Wells Fargo Center,
Fri Feb 21 2014,7:00p,Cleveland Cavaliers,91,Toronto Raptors,98,Box Score,,18854,2:16,Air Canada Centre,
Fri Feb 21 2014,7:30p,Atlanta Hawks,107,Detroit Pistons,115,Box Score,,18053,2:16,The Palace of Auburn Hills,
Fri Feb 21 2014,8:00p,Denver Nuggets,89,Chicago Bulls,117,Box Score,,21621,2:25,United Center,
Fri Feb 21 2014,8:00p,Los Angeles Clippers,96,Memphis Grizzlies,102,Box Score,,17963,2:21,FedEx Forum,
Fri Feb 21 2014,9:00p,San Antonio Spurs,85,Phoenix Suns,106,Box Score,,18422,2:07,US Airways Center,
Fri Feb 21 2014,10:00p,Utah Jazz,94,Portland Trail Blazers,102,Box Score,,19998,2:01,Moda Center,
Fri Feb 21 2014,10:30p,Boston Celtics,92,Los Angeles Lakers,101,Box Score,,18997,2:19,STAPLES Center,
Sat Feb 22 2014,7:00p,Memphis Grizzlies,89,Charlotte Bobcats,92,Box Score,,18317,2:17,Time Warner Cable Arena,
Sat Feb 22 2014,7:00p,New Orleans Pelicans,93,Washington Wizards,94,Box Score,,18385,2:19,Verizon Center,
Sat Feb 22 2014,7:30p,New York Knicks,98,Atlanta Hawks,107,Box Score,,19045,2:11,Philips Arena,
Sat Feb 22 2014,7:30p,Dallas Mavericks,113,Detroit Pistons,102,Box Score,,15213,2:11,The Palace of Auburn Hills,
Sat Feb 22 2014,8:30p,Indiana Pacers,110,Milwaukee Bucks,100,Box Score,,17165,2:24,BMO Harris Bradley Center,
Sat Feb 22 2014,9:00p,Minnesota Timberwolves,121,Utah Jazz,104,Box Score,,19323,2:08,EnergySolutions Arena,
Sat Feb 22 2014,10:00p,Boston Celtics,98,Sacramento Kings,105,Box Score,,17317,2:25,Sleep Train Arena,
Sat Feb 22 2014,10:30p,Brooklyn Nets,86,Golden State Warriors,93,Box Score,,19596,2:16,Oracle Arena,
Sun Feb 23 2014,1:00p,Los Angeles Clippers,125,Oklahoma City Thunder,117,Box Score,,18203,2:39,Chesapeake Energy Arena,
Sun Feb 23 2014,3:30p,Chicago Bulls,79,Miami Heat,93,Box Score,,19848,2:23,AmericanAirlines Arena,
Sun Feb 23 2014,6:00p,Washington Wizards,96,Cleveland Cavaliers,83,Box Score,,17238,2:08,Quicken Loans Arena,
Sun Feb 23 2014,6:00p,Orlando Magic,90,Toronto Raptors,105,Box Score,,17435,2:24,Air Canada Centre,
Sun Feb 23 2014,8:00p,Sacramento Kings,109,Denver Nuggets,95,Box Score,,16263,2:16,Pepsi Center,
Sun Feb 23 2014,9:00p,Brooklyn Nets,108,Los Angeles Lakers,102,Box Score,,18997,2:13,STAPLES Center,
Sun Feb 23 2014,9:00p,Houston Rockets,115,Phoenix Suns,112,Box Score,,15510,2:34,US Airways Center,
Sun Feb 23 2014,9:00p,Minnesota Timberwolves,97,Portland Trail Blazers,108,Box Score,,19458,2:11,Moda Center,
Mon Feb 24 2014,7:00p,Milwaukee Bucks,130,Philadelphia 76ers,110,Box Score,,12216,2:18,Wells Fargo Center,
Mon Feb 24 2014,7:30p,Golden State Warriors,104,Detroit Pistons,96,Box Score,,14071,2:17,The Palace of Auburn Hills,
Mon Feb 24 2014,7:30p,Dallas Mavericks,110,New York Knicks,108,Box Score,,19812,2:21,Madison Square Garden (IV),
Mon Feb 24 2014,8:00p,Los Angeles Clippers,123,New Orleans Pelicans,110,Box Score,,16185,2:17,Smoothie King Center,
Mon Feb 24 2014,9:00p,Boston Celtics,98,Utah Jazz,110,Box Score,,17130,2:05,EnergySolutions Arena,
Tue Feb 25 2014,7:00p,Toronto Raptors,99,Cleveland Cavaliers,93,Box Score,,13758,2:21,Quicken Loans Arena,
Tue Feb 25 2014,7:00p,Los Angeles Lakers,98,Indiana Pacers,118,Box Score,,18165,2:04,Bankers Life Fieldhouse,
Tue Feb 25 2014,7:00p,Orlando Magic,106,Washington Wizards,115,Box Score,,13306,2:06,Verizon Center,
Tue Feb 25 2014,7:30p,Chicago Bulls,107,Atlanta Hawks,103,Box Score,,12418,2:16,Philips Arena,
Tue Feb 25 2014,9:00p,Portland Trail Blazers,100,Denver Nuggets,95,Box Score,,16058,2:17,Pepsi Center,
Tue Feb 25 2014,9:00p,Minnesota Timberwolves,110,Phoenix Suns,101,Box Score,,16273,2:15,US Airways Center,
Tue Feb 25 2014,10:00p,Houston Rockets,129,Sacramento Kings,103,Box Score,,16057,2:23,Sleep Train Arena,
Wed Feb 26 2014,7:00p,Orlando Magic,101,Philadelphia 76ers,90,Box Score,,12817,2:11,Wells Fargo Center,
Wed Feb 26 2014,7:30p,Atlanta Hawks,104,Boston Celtics,115,Box Score,,16605,2:11,TD Garden,
Wed Feb 26 2014,8:00p,Golden State Warriors,83,Chicago Bulls,103,Box Score,,21701,2:12,United Center,
Wed Feb 26 2014,8:00p,New Orleans Pelicans,89,Dallas Mavericks,108,Box Score,,19729,2:17,American Airlines Center,
Wed Feb 26 2014,8:00p,Los Angeles Lakers,103,Memphis Grizzlies,108,Box Score,,16989,2:10,FedEx Forum,
Wed Feb 26 2014,8:00p,Cleveland Cavaliers,114,Oklahoma City Thunder,104,Box Score,,18203,2:09,Chesapeake Energy Arena,
Wed Feb 26 2014,8:30p,Detroit Pistons,110,San Antonio Spurs,120,Box Score,,18581,2:08,AT&T Center,
Wed Feb 26 2014,9:00p,Phoenix Suns,86,Utah Jazz,109,Box Score,,19639,2:04,EnergySolutions Arena,
Wed Feb 26 2014,10:00p,Brooklyn Nets,80,Portland Trail Blazers,124,Box Score,,20015,2:00,Moda Center,
Wed Feb 26 2014,10:30p,Houston Rockets,93,Los Angeles Clippers,101,Box Score,,19258,2:25,STAPLES Center,
Thu Feb 27 2014,7:00p,Milwaukee Bucks,96,Indiana Pacers,101,Box Score,,17892,2:14,Bankers Life Fieldhouse,
Thu Feb 27 2014,7:00p,Washington Wizards,134,Toronto Raptors,129,Box Score,3OT,17758,3:31,Air Canada Centre,
Thu Feb 27 2014,8:00p,New York Knicks,82,Miami Heat,108,Box Score,,19634,2:29,AmericanAirlines Arena,
Thu Feb 27 2014,10:30p,Brooklyn Nets,112,Denver Nuggets,89,Box Score,,14826,2:22,Pepsi Center,
Fri Feb 28 2014,7:30p,Utah Jazz,79,Cleveland Cavaliers,99,Box Score,,18601,2:00,Quicken Loans Arena,
Fri Feb 28 2014,8:00p,Golden State Warriors,126,New York Knicks,103,Box Score,,19812,2:27,Madison Square Garden (IV),
Fri Feb 28 2014,8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,113,Box Score,,18203,2:20,Chesapeake Energy Arena,
Fri Feb 28 2014,8:30p,Chicago Bulls,100,Dallas Mavericks,91,Box Score,,20398,2:18,American Airlines Center,
Fri Feb 28 2014,8:30p,Charlotte Bobcats,82,San Antonio Spurs,92,Box Score,,18581,2:07,AT&T Center,
Fri Feb 28 2014,10:30p,Sacramento Kings,122,Los Angeles Lakers,126,Box Score,,18997,2:10,STAPLES Center,
Fri Feb 28 2014,10:30p,New Orleans Pelicans,104,Phoenix Suns,116,Box Score,,16578,2:26,US Airways Center,
Sat Mar 1 2014,7:30p,Orlando Magic,98,Miami Heat,112,Box Score,,19834,2:13,AmericanAirlines Arena,
Sat Mar 1 2014,7:30p,Washington Wizards,122,Philadelphia 76ers,103,Box Score,,20856,2:36,Wells Fargo Center,
Sat Mar 1 2014,8:00p,Indiana Pacers,102,Boston Celtics,97,Box Score,,18624,2:12,TD Garden,
Sat Mar 1 2014,8:00p,Detroit Pistons,110,Houston Rockets,118,Box Score,,18330,2:10,Toyota Center,
